N,P,K,Soil_pH,Temperature,Humidity,Rainfall,Crop_Type,Season_Kharif,Season_Rabi,Season_Zaid,Soil_Texture_Clay,Soil_Texture_Loamy,Soil_Texture_Sandy,Soil_Texture_Silt,Region_Central,Region_East,Region_North,Region_South,Region_West,Soil_Type_Alluvial Soil,Soil_Type_Black Soil,Soil_Type_Black Soil ,Soil_Type_Desert Soil,Soil_Type_Red Soil
66,51,22,8.19,31.2,67.66,1054.82,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
89,35,72,4.87,12.74,54.7,2755.72,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
111,82,27,7.07,11.99,46.98,321.47,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
68,33,90,6.98,29.51,41.06,1589.24,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
124,33,118,5.63,36.0,37.24,1873.46,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
54,29,106,6.23,16.16,71.0,1397.42,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
127,85,138,5.49,28.72,66.94,1426.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
57,33,86,5.52,13.19,89.07,1951.67,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
33,65,44,6.53,19.0,83.07,1424.4,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
166,76,67,8.16,30.52,60.39,1441.23,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
162,32,42,5.66,10.47,63.1,2567.94,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
84,51,149,5.3,10.55,38.44,371.31,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
111,94,61,8.15,17.2,40.64,1534.3,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
38,65,140,4.9,25.63,73.42,372.77,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
35,78,115,7.55,11.21,80.31,1200.71,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
154,78,23,5.98,14.18,51.07,2695.5,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
64,42,21,5.23,14.91,33.72,2254.52,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
92,92,71,5.91,21.32,87.93,2587.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
101,80,59,7.35,31.55,51.47,2090.02,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
73,47,77,7.44,37.79,77.29,404.9,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
72,34,139,7.75,33.12,77.9,2509.92,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
43,84,73,7.37,10.09,64.34,2467.82,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
145,99,70,5.39,32.61,70.35,988.38,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
152,77,30,5.95,22.96,37.68,1444.62,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
137,90,21,5.03,34.46,62.28,539.66,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
122,82,117,5.96,23.98,78.24,2489.22,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
165,34,98,7.35,31.93,69.47,997.07,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
175,88,136,5.35,34.36,52.85,1393.11,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
85,99,68,7.61,30.14,81.98,331.38,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
119,62,85,6.34,20.99,87.96,2752.83,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
177,63,38,6.48,16.68,59.38,1378.29,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
76,47,40,6.56,13.81,45.6,1224.36,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
97,33,139,6.14,13.39,39.7,1653.65,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
155,85,60,5.7,17.64,37.8,2008.6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
34,45,125,6.43,27.2,61.98,1011.97,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
151,78,29,7.59,28.32,79.49,2232.09,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
63,32,139,7.54,11.51,49.28,2455.7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
109,71,118,7.13,27.19,87.97,2564.51,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
44,39,34,8.07,19.43,54.44,1811.51,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
122,85,65,7.97,35.83,43.17,1061.77,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
81,33,112,7.88,37.7,85.34,582.59,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
83,94,89,5.75,20.88,41.34,1064.73,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
72,38,134,8.19,10.25,43.55,985.05,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
173,32,37,5.53,36.71,81.96,1145.25,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
126,85,71,8.19,12.53,36.16,2626.12,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
58,80,132,7.27,33.71,51.0,2753.15,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
176,33,39,7.06,11.25,39.15,2491.27,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
175,56,145,5.45,32.27,56.88,1995.67,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
82,61,135,6.9,33.92,42.35,1456.25,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
171,21,98,5.42,11.39,53.5,891.4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
68,91,139,5.55,39.15,38.76,300.7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
58,39,56,6.52,31.63,52.54,826.69,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
113,40,128,6.32,32.39,49.31,2519.29,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
67,24,98,5.14,15.2,81.48,1928.89,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
176,93,96,7.22,17.72,38.69,1753.06,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
155,23,68,7.14,15.65,50.54,2268.83,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
82,30,128,6.31,13.22,71.01,2514.72,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
88,19,77,7.53,10.03,73.84,2402.66,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
110,41,133,6.07,11.58,82.05,2630.64,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
157,76,105,7.8,10.19,83.35,2343.71,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
99,18,66,7.76,14.26,54.47,2571.18,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
71,21,55,7.98,36.72,39.37,1866.74,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
62,74,132,5.29,22.58,53.89,626.45,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
107,70,81,6.51,23.02,88.87,940.72,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
149,23,109,5.52,31.58,72.25,1948.61,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
138,41,58,6.84,14.02,33.55,2168.9,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
154,61,28,7.53,17.7,33.17,1211.95,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
76,46,93,7.79,38.77,57.16,1590.23,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
54,87,52,5.25,30.29,70.15,1462.67,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
94,51,43,7.65,38.75,59.96,1764.63,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
113,26,87,7.72,30.61,84.35,1400.61,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
147,45,146,5.01,12.99,37.5,1640.37,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
46,60,49,7.76,12.26,65.13,617.16,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
55,96,81,6.06,20.3,52.08,321.19,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
50,89,102,5.9,33.04,37.12,1587.57,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
56,42,35,4.82,35.87,88.65,494.09,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
141,60,59,6.72,10.05,42.41,1701.92,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
52,83,130,8.18,23.88,81.59,2674.56,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
61,46,139,6.6,21.6,66.65,1121.86,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
33,83,96,7.43,17.11,40.86,323.59,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
116,77,125,7.56,23.02,52.22,890.91,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
85,34,25,7.39,28.61,43.86,851.31,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
176,86,33,4.9,31.61,82.85,1129.87,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
117,27,145,7.68,35.6,68.98,903.38,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
135,76,38,7.84,25.59,77.01,1608.52,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
127,51,40,6.72,35.75,47.71,1688.75,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
148,88,133,5.06,34.35,62.87,1005.94,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
118,97,36,5.37,18.1,36.62,1165.23,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
105,36,114,6.3,33.43,48.66,1519.12,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
39,24,48,6.34,38.53,54.87,869.41,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
158,29,144,6.17,35.57,61.82,1223.54,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
87,58,39,6.32,14.0,56.88,870.93,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
129,89,147,5.88,31.54,59.78,2699.52,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
101,35,95,7.48,12.27,37.64,2236.84,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
174,59,127,8.16,33.92,53.28,1170.08,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
146,86,147,5.98,12.59,45.71,716.81,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
40,35,34,5.86,18.68,44.33,887.64,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
33,68,145,5.56,18.12,82.88,686.92,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
120,74,32,7.62,34.11,39.6,1034.93,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
68,43,22,5.34,25.1,41.51,1877.27,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
71,99,84,5.94,35.72,61.74,303.14,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
94,90,148,7.37,38.24,44.81,481.72,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
63,73,86,6.23,39.22,77.59,454.71,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
146,49,135,5.36,20.63,57.15,869.88,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
114,67,95,6.75,23.36,78.74,805.92,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
54,71,137,5.8,37.63,44.9,678.25,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
51,62,118,7.97,25.78,59.58,1879.89,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
32,78,107,7.01,17.91,87.49,886.18,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
142,35,45,5.99,21.61,59.54,2364.13,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
66,88,58,6.08,28.66,44.49,413.59,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
167,52,72,8.13,31.35,67.58,1753.6,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
68,44,137,5.16,26.57,66.66,416.19,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
108,79,149,7.75,15.25,70.45,1355.91,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
118,60,42,6.71,28.32,60.55,455.67,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
143,78,45,7.99,15.87,46.87,2108.64,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
104,90,33,4.84,21.12,54.7,2690.3,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
57,82,22,6.54,11.29,59.44,2789.44,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
145,62,130,5.7,15.76,57.5,1659.85,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
159,35,41,5.94,33.84,32.3,843.05,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
104,61,83,7.77,25.7,47.33,726.59,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
71,61,49,7.31,17.17,52.75,2771.23,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
110,95,145,7.53,37.87,33.5,1244.87,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
179,54,37,6.85,19.4,64.91,2720.13,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
109,86,96,6.83,15.17,42.92,2733.02,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
166,52,36,5.67,20.73,54.19,2614.6,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
70,22,48,7.86,16.96,41.2,2153.6,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
136,34,131,6.15,27.86,39.8,611.73,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
31,32,50,6.91,33.95,73.1,1492.87,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
32,38,49,6.93,20.81,49.65,1096.93,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
165,66,33,7.1,17.28,53.69,1525.81,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
139,35,51,7.63,21.64,77.79,2727.08,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
128,89,54,6.9,25.83,79.69,776.79,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
158,78,31,5.1,22.39,86.04,2375.19,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
151,28,103,6.83,19.6,39.06,2178.37,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
67,15,121,5.73,37.77,50.88,1580.01,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
96,86,38,5.55,14.07,54.04,396.33,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
36,37,138,7.58,17.1,75.29,1039.18,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
84,63,125,7.65,26.69,84.77,724.72,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
99,24,121,5.45,32.32,55.76,1259.15,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
166,85,63,5.68,33.61,53.02,688.08,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
139,29,72,6.09,24.35,86.32,2538.11,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
39,34,33,7.44,29.0,76.85,2005.28,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
136,23,119,6.16,37.26,33.09,1771.02,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
154,81,46,6.61,39.74,69.47,2444.5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
156,34,101,6.37,21.71,59.53,1451.98,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
95,19,135,6.14,27.22,54.21,2606.67,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
176,53,91,5.52,20.4,88.56,2107.09,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
114,66,73,5.31,12.67,67.74,2753.29,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
101,96,120,7.4,11.03,54.08,2263.79,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
77,29,24,6.79,18.96,30.08,738.36,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
161,82,73,5.82,34.86,34.65,2762.99,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
142,79,120,5.3,32.52,56.67,1966.73,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
127,58,69,8.03,38.1,44.55,1830.29,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
168,20,79,7.35,27.73,30.32,1549.06,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
118,92,147,5.75,36.84,88.42,2228.79,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
71,61,41,6.53,17.19,40.48,1071.39,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
110,37,135,5.64,16.53,89.88,2177.07,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
73,72,48,6.2,18.0,88.3,1013.42,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
108,57,119,4.97,22.62,64.88,497.05,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
141,46,77,5.89,19.51,46.14,1475.55,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
77,42,131,7.63,17.28,51.51,2151.44,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
92,30,75,5.39,29.96,85.38,1679.32,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
176,72,147,6.08,27.22,85.33,1568.07,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
65,47,136,7.25,31.68,59.47,2599.98,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
108,28,114,7.1,16.69,82.58,1638.12,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
83,84,95,7.41,24.53,47.71,866.62,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
156,55,61,7.05,35.65,88.43,2543.55,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
140,15,79,6.19,29.0,89.75,925.05,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
64,48,35,5.19,20.69,32.26,1071.96,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
106,71,76,6.69,22.56,40.69,1388.79,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
96,60,107,6.61,24.59,63.89,2264.59,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
76,47,137,5.44,16.81,79.22,2435.4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
161,70,64,6.29,26.23,37.29,384.27,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
110,25,23,8.2,23.83,33.39,2346.29,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
37,31,49,4.92,32.62,30.07,2793.27,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
119,70,146,8.13,29.55,48.51,1907.96,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
143,92,122,5.91,21.45,62.11,1173.27,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
61,27,93,4.8,30.46,38.3,1734.46,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
116,52,143,5.07,39.27,76.25,1305.93,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
57,42,143,6.38,22.85,45.12,1514.98,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
169,96,110,7.22,15.95,36.84,2579.73,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
144,41,51,4.94,38.96,68.3,983.68,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
34,38,105,5.64,11.91,73.04,856.14,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
38,37,104,6.07,36.2,32.03,2786.91,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
102,79,108,7.31,15.44,42.42,1552.51,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
38,16,48,6.21,10.49,88.05,705.35,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
173,89,26,5.03,30.88,31.37,1427.09,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
116,95,94,6.6,31.97,48.38,1810.79,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
114,62,145,6.37,29.42,63.45,2342.13,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
80,66,64,6.21,12.32,54.42,811.59,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
123,81,111,7.06,29.39,73.41,2083.95,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
151,93,115,6.45,15.57,39.84,2494.32,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
101,87,79,7.79,26.98,41.83,882.37,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
47,54,44,6.85,31.44,71.69,2466.11,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
92,71,49,7.03,25.32,44.85,614.56,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
53,40,45,6.32,26.2,43.14,757.77,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
144,74,68,5.73,23.15,47.39,2547.89,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
94,81,65,6.24,28.29,47.8,2307.38,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
35,62,82,7.54,23.65,82.22,2717.93,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
95,26,57,7.14,27.45,36.72,1499.48,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
144,21,67,5.63,18.17,44.18,2734.94,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
119,39,125,6.46,16.66,54.42,1950.4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
144,86,68,7.69,11.27,77.99,2699.48,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
159,60,90,6.58,33.62,38.78,1629.0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
76,52,53,8.04,23.97,74.16,1058.72,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
151,84,40,5.45,18.77,69.55,2041.35,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
104,23,67,5.99,10.39,44.21,1718.77,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
155,95,117,7.9,28.38,82.24,2536.06,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
160,24,114,8.14,30.46,55.45,2168.76,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
99,40,30,7.99,13.24,80.02,1341.08,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
99,50,59,7.57,22.19,35.9,1093.06,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
145,94,140,6.81,21.01,35.98,779.86,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
81,83,36,5.46,25.63,56.22,378.55,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
57,15,91,6.8,34.8,86.8,1856.62,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
138,49,147,5.15,39.09,59.88,1947.82,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
79,65,28,7.98,17.62,57.63,815.89,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
85,71,119,7.11,14.34,82.31,329.14,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
35,76,146,7.45,11.14,34.2,1958.91,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
112,55,125,7.57,11.05,58.52,779.24,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
38,97,38,7.92,35.54,73.61,1887.81,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
112,61,101,5.84,29.01,64.97,714.42,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
74,95,80,6.98,10.05,62.06,2356.02,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
50,54,49,4.83,22.06,82.42,2125.18,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
86,23,77,5.23,32.68,82.74,560.45,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
116,38,48,6.15,37.1,57.87,2282.33,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
57,27,43,7.38,16.01,59.7,1654.09,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
68,70,110,5.18,35.81,48.9,2199.3,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
43,39,144,4.98,24.07,31.81,429.4,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
94,93,23,5.09,11.33,75.79,854.91,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
58,37,147,5.41,24.9,77.28,807.27,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
36,33,121,5.77,16.29,72.92,925.81,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
84,67,110,6.16,26.17,72.31,2018.34,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
159,86,32,5.96,17.72,66.98,826.4,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
143,78,116,7.5,30.08,55.33,2723.98,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
